HexCode,IntCode,Name,Message
0x8004F655,-2147158443,"SystemFormImportMissingRoles","The unmanaged solution you are importing has displaycondition XML attributes that refer to security roles that are missing from the target system. Any displaycondition attributes that refer to these security roles will be removed."
0x8004A112,-2147180270,"SystemUserDisabled","The system user was disabled therefore the ticket expired."
0x80044357,-2147204265,"SystemUserUpdateNotAllowedFromCreate","SystemUser updates are not allowed from plugins registered on PostCreate of SystemUser as it could depend on components which are not yet created. Consider making them async."
0x8009049E,-2146892642,"TableTypeMismatch","There is a mismatch of values among TableType '{0}', DataProviderId '{1}' and DataSourceId '{2}'."
0x8004A105,-2147180283,"TamperedAuthTicket","The ticket specified for authentication has been tampered with or invalidated."
0x80048500,-2147187456,"TargetAttributeInvalidForIgnore","Target attribute name should be empty when the processcode is ignore."
0x80040394,-2147220588,"TargetAttributeInvalidForMap","This attribute is not valid for mapping."
0x80040392,-2147220590,"TargetAttributeNotFound","The file specifies an attribute that does not exist in Microsoft Dynamics 365."
0x80040395,-2147220587,"TargetEntityInvalidForMap","The file specifies an entity that is not valid for data migration."
0x80040391,-2147220591,"TargetEntityNotFound","The file specifies an entity that does not exist in Microsoft Dynamics 365."
0x80048460,-2147187616,"TargetEntityNotMapped","Target Entity Name not defined for source:{0} file."
0x80040299,-2147220839,"TargetPrincipalLacksReadPrivilege","{5}{2}(Id = {3}) is missing {0} privilege on {1} entity(OTC={4}). Consider adding missing privilege to one of the {5}{2} roles for the request to succeed."
0x80048342,-2147187902,"TargetUserInsufficientPrivileges","The user can't be added to the team because the user doesn't have the ""{0}"" privilege."
0x80061712,-2147084526,"TaskFlowEmptyName","The name field cannot be empty. Please enter a name."
0x80061717,-2147084521,"TaskFlowEntityAttributeIsNotValid","Invalid attribute type: {0}.{1}."
0x80061716,-2147084522,"TaskFlowEntityRelationshipIsNotValid","Invalid relationship type: {0}."
0x80061713,-2147084525,"TaskFlowFormXmlNotFound","Could not find the system form {0} for Task flow {1}."
0x80061711,-2147084527,"TaskFlowInvalidCharactersInName","The name field can only contain alphanumeric characters."
0x80061719,-2147084519,"TaskFlowMaxNumberControls","The task flow has exceeded the maximum number of controls allowed ({0}). To continue, you need to remove some controls."
0x80061718,-2147084520,"TaskFlowMaxNumberPages","The task flow has exceeded the maximum number of pages allowed ({0}). To continue, you need to remove some pages."
0x80061710,-2147084528,"TaskFlowNameIsNotUnique","A task flow with the specified name already exists.  Please specify a unique name."
0x80061720,-2147084512,"TaskFlowNotFound","A Task Flow which is trying to launch is not available on this device. You may not have permission to access it or it may not be available on your organization. Please contact your system administrator."
0x8006172F,-2147084497,"TaskFlowNotValid","Task flow definition is invalid."
0x80061714,-2147084524,"TaskFlowPageMissingFormXmlTab","Could not find the pages {0} for Task flow {1} Step {2}."
0x80061715,-2147084523,"TaskFlowUnsupportedEntities","The following entities are not enabled for Task flows: {0}."
0x8004120b,-2147216885,"TDSClientUnsupported","TDS protocol endpoint is not supported for this application."
0x80041215,-2147216875,"TDSQueryExceedingSupportedMaxLength","Input query length exceeding the supported maximum length."
0x80041d0a,-2147214070,"TeamAdministratorMissedPrivilege","The team administrator does not have privilege read team."
0x8004140d,-2147216371,"TeamInWrongBusiness","Cannot assign security role to the team because the security role's Business Unit does not match the team's Business Unit. To assign security role from different Business Unit, enable the ""Record ownership across business Units"" feature (https://go.microsoft.com/fwlink/?linkid=2250434) otherwise assign a security role from the team's Business Unit. Details: userid={0}, teamBU={1}, roleId={2}, roleBU={3}"
0x80048d3a,-2147185350,"TeamMembershipAttributeValidationFailure","{0} user with Id {1} does not have permissions to a {2} secured field on entity {3}. Adding/Removing a user to/from a Team requires {0} user to have all the field permissions the team currently has from all it's profile association."
0x80048305,-2147187963,"TeamNameTooLong","The specified name for the team is too long."
0x80042f0a,-2147209462,"TeamNotAssignedRoles","The team has not been assigned any roles."
0x80097210,-2146864624,"TeamNotAssociatedToDelegatedAuthorization","Team '{0}' is not associated to a delegated authorization."
0x80048d39,-2147185351,"TeamProfileAttributeValidationFailure","{0} user with Id {1} does not have permissions to a {2} secured field on entity {3}. Associating/Disassociating a Team to a Field Security Profile requires {0} user to have all the field permissions of the profile."
0x8004F069,-2147159959,"TemplateMissingDependenciesNotSupported","Solutions imported in template mode must not contain missing dependencies."
0x8004F070,-2147159952,"TemplateMustBeUnmanaged","Solutions imported in template mode must be unmanaged."
0x80048475,-2147187595,"TemplateNotAllowedForInternetMarketing","Creating Templates with Internet Marketing Campaign Activities is not allowed"
0x8004F071,-2147159951,"TemplateSolutionAlreadyExists","Solution with name {0} already exists. Solutions imported in template mode must not exist in the target environment."
0x80040324,-2147220700,"TemplateTypeNotSupportedForUnsubscribeAcknowledgement","This template type is not supported for unsubscribe acknowledgement."
0x8005E25A,-2147098022,"TenantIDIsEmpty","Exchange Online Tenant ID field cannot be empty."
0x8005E25C,-2147098020,"TenantIDValueChanged","The detected tenantId for your exchange is different than the once you saved."
0x8005E257,-2147098025,"TestAndEnableInAdministrationModeNotAllowed","Test and enable is not allowed if the organization is in administration mode."
0x8005E248,-2147098040,"TestEmailConfigurationScheduledInProgress","Test email configuration scheduled is in progress. Please save after completion of test."
0x8005E263,-2147098013,"TestEnableValidationDisabledUser","Test and Enable failed because the owning user record is disabled. Please enable the owning user and try again."
0x8005E270,-2147098000,"TestEnableValidationEWSBadUrl","Test and Enable failed because the Exchange Server URL associated with the Email Server Profile [REDACTED] could not be resolved. Verify that the Exchange Server URL is correctly supplied in the associated Email Server Profile and that the URL is reachable over the internet. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2262686."
0x8005E272,-2147097998,"TestEnableValidationEWSBadUserPass","Test and Enable failed because the account specified in the Email Server Profile [REDACTED] received a 401 Unauthorized error when contacting the Exchange Server. Verify that the account specified in the Email Server Profile is authorized to contact Exchange. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2263027."
0x8005E268,-2147098008,"TestEnableValidationEWSImpersonationDenied","Test and Enable failed because the account specified in the Email Server Profile [REDACTED] does not have impersonation access to the Exchange mailbox with the email address [REDACTED]. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2262947."
0x8005E269,-2147098007,"TestEnableValidationEWSMailboxDisabled","Test and Enable failed because the Exchange mailbox with email address [REDACTED] is disabled. Please enable the mailbox in the Exchange environment and try again. Exchange error code: ErrorItemNotFound. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2262948."
0x8005E267,-2147098009,"TestEnableValidationEWSMailboxNotFound","Test and Enable failed because an Exchange mailbox with the email address [REDACTED] could not be found in the Exchange environment associated with the Email Server Profile {1}. If you are connecting to Exchange Online, verify the mailbox has a license assigned. Exchange error code: ErrorNonExistentMailbox. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2263026."
0x8005E277,-2147097993,"TestEnableValidationInvalidProcessEmailReceivedAfter","Test and Enable failed because the provided Process Email From date ""{0}"" is older than the Process Email From date ""{1}"" on the associated Email Server Profile [REDACTED]. Select a value later than or equal to {1} or change the Process Email From date on the Email Server Profile to an earlier date. For more information about this error, see https://go.microsoft.com/fwlink/?linkid=2266718"
0x8005E262,-2147098014,"TestEnableValidationMailboxDeactivated","Test and Enable failed because the mailbox record is deactivated. Please activate the mailbox and try again."
0x8005E274,-2147097996,"TestEnableValidationMailboxNotEnabledForREST","Test and Enable failed because the mailbox associated with the email address [REDACTED] is  not enabled for REST connectivity in the Microsoft 365 Tenant associated with Email Server Profile {1}. This can occur if the mailbox  does not have an Exchange Online license, is disabled, or exists in an Exchange On Premise Hybrid Deployment. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2262687."
0x8005E261,-2147098015,"TestEnableValidationMissingEmailAddress","Test and Enable failed because the mailbox does not have a valid email address. Please supply a valid email address and try again."
0x8005E276,-2147097994,"TestEnableValidationMissingExchangeSubscription","Test and Enable failed because the user associated with the email address [REDACTED] does not have a valid Exchange subscription or license. Verify that the user has a valid Exchange subscription and license assigned. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2263028."
0x8005E259,-2147098023,"TestEnableValidationMissingPrivilege","Test and Enable failed for {2} because the {0} user or team associated with the Dataverse mailbox is missing the {1} privilege. Please assign a security role to the {0} user or team that has the {1} privilege. For more information on how to fix this problem, see https://go.microsoft.com/fwlink/?linkid=2262746"
0x8005E260,-2147098016,"TestEnableValidationMissingProfile","Test and Enable failed because the mailbox is not associated with an Email Server Profile. Please assign an Email Server Profile and try again."
0x8005E275,-2147097995,"TestEnableValidationMissingSecurityRole","Test and Enable failed for {0} because the {1} user or team of the associated {2} does not have a security role assigned. Please assign a security role to the {1} user or team of the {2}."
